A,B,C,D,E
0.23125352507524755,-0.07546057912599312,-0.07701396328715893,-0.11159448512337265,-0.024013735372669216
-0.015133729913761846,0.16891074524436733,0.11919587091239767,0.04120492317002631,0.08498858221791844
-0.3438262389570112,-0.028738770780866632,-0.23439331037054023,0.21112881834744673,-0.21695698893046916
-0.03109974731012264,0.15744082788445868,-0.147400966498125,0.01270832511322774,-0.0073455726425514095
0.13054901863624982,-0.04327858471825968,0.104415432152786,-0.08498273456650082,0.07475372967874963
-0.014834165381407784,-0.07354832923422751,0.041514789137012204,-0.04323187399740033,-0.06272049229476317
0.02380750226913922,0.024978537155866686,-0.1006149236144616,0.06770970053847239,-0.008729946159738503
-0.031396927075525355,0.10314530848694724,0.18884891410512825,-0.11475065916255975,0.245188553129945
-0.28461131769267084,0.016100957671534466,-0.09170779930437531,0.24074768923182055,-0.11564216854841104
0.12334620306819188,-0.05855288241233367,-0.026372814298877334,-0.06204995376220634,-0.10446980349679097
-0.26884312936783217,-0.1341219714076669,-0.20852473687716694,0.08823508598535607,-0.15240710325572626
0.019996141555396214,-0.1401520214917428,0.05557542533074829,0.02809643428976312,-0.051242018775904584
0.1531440522988009,0.05026828498748657,0.10575312618665421,-0.0005630094729613538,-0.02694441747816305
-0.022367896872328916,0.0989713033285805,0.07249567987434104,0.08290086276540423,0.01624928918820351
-0.14070211376787045,-0.016429459262529072,-0.03794604986170116,-0.036320082445219976,-0.17339523273670607
-0.34005346771880035,-0.10743648582284347,-0.38333508418585427,0.1810837520197605,-0.011292629072915408
0.34928812407348403,0.08730421526217066,0.10668049780866211,-0.20063749023044525,0.14905829904999796
-0.13298930984486088,-0.12803939447145732,-0.08259909930408105,0.14325704294931027,-0.14801741920724495
0.10371868989726875,-0.07130680950592722,-0.03610515872297691,-0.1115815517845769,-0.0395687949468531
-0.17102909949227277,0.062101785354009856,-0.10663823619609983,0.1898420041388246,-0.0805783359113765
0.01868361894341243,-0.2250141173574592,-0.11538947064261938,0.027746209189392232,-0.22358686389983945
0.03934457378002659,0.03863695975663059,0.13212005399576576,-0.08032631261959355,0.16808552395919726
-0.044320493745370726,-0.05816408364095032,-0.04370001322823027,0.005604055099137533,-0.03202614140638707
0.07573746689248309,0.010927969747781388,0.08325613997705025,-0.042702782702269654,0.23960360889942173
-0.058100288559686124,-0.007570152622082312,0.0771905912783081,0.020504294094275767,-0.08465408817604878
0.3121988340881586,0.020211439504395988,-0.0705824384376896,-0.337836524985093,0.07387371445850573
0.23147299201730126,0.06941719367070082,0.1218752348897002,-0.07413642575480754,0.03487079425501578
-0.08646529856172205,-0.07583697508984093,0.01612764389815986,-0.006701007844702369,-0.0028725435112780667
0.2546859222325179,0.14209820223119163,-0.020569575684737704,-0.06591498911338486,0.11068036892319266
0.07840170067215363,0.0726093788947765,-0.028563262729933887,0.10225969340275716,0.0008041609089776761
-0.3404468332125864,0.08437326623032682,-0.10314894900308984,0.14499540147099343,-0.0206151053786401
0.28395495874931204,0.11648639811110283,0.28272305451636964,-0.2335565971455245,0.3979261526197927
0.2061545960135619,0.07875882217058694,0.06400150510720551,-0.1562893995991405,0.05401047866024095
-0.36395692721764394,0.08440786805785921,-0.12896006812159388,0.25700155224502796,-0.13549237098578965
-0.2563593033826175,0.0075593610742885125,-0.14209586520058431,0.14952428442066235,-0.05893370713875481
0.029974885501028024,-0.14267738509897324,0.00634649743166079,-0.051820567658098685,-0.044051597337689166
-0.16022310636864628,-0.013504510003701392,0.06296978249459859,0.24564390593859226,-0.06058804789657454
0.06819158036532333,-0.07695146401767057,0.029567332265089022,-0.11173964942452246,0.075716560073365
0.34892885531181944,-0.14227417685154137,0.035723891097784594,-0.156884305494111,-0.011299637390380077
0.031099702734079755,0.02584527909129876,-0.034883234614303295,-0.009690218354493817,0.0050282012420436156
-0.16871777615458539,-0.05685494541476426,-0.042889716893516124,0.14759653071717133,-0.09179447683445538
0.1289037607131263,-0.10298044380114638,-0.12713721409871476,-0.011858727339993186,-0.1812142425388977
-0.20873145587768926,-0.10430010800715656,-0.052677421618225334,0.2572856434854903,-0.15176538043369048
-0.01382294475167424,0.026841707970891467,-0.21927040027908595,0.0024458250632887896,-0.12627106684283396
-0.012400109425784608,0.035867194917034446,0.14476633150157958,0.011056567294580863,0.14855863014817186
0.2786522662904197,0.13224574697668331,0.11911257729783119,-0.07034906600757347,0.26274750036226313
0.00640225448414268,-0.0013914668524093734,-0.03266686151483312,0.06694295129305702,-0.1267046828524657
-0.20274122736941413,0.10418397592128222,-0.0537668013321143,0.168936048397235,-0.03649061607290087
-0.10169763503825761,0.14022648267725224,-0.00415567914615559,-0.05639492358698975,-0.06691706303674601
-0.16949493512919445,0.11501656361496922,-0.11061777555643883,0.18069464034346505,-0.006215258548333102
-0.3834351647470264,-0.23653039062769743,-0.14938058632945017,0.23391840869807856,-0.4960677043044681
